slug,brand,model,category,default_gateway_ip,default_login_host,default_username,default_password,default_password_blank,credential_type,credential_note,reset_steps,source_url,source_name,source_archive_url,confidence,last_verified,ssid_url
gl-inet-gl-mt6000-flint-2,GL.iNet,Flint 2 (GL-MT6000),router,192.168.8.1,,,,false,set-on-setup,"The Flint 2 is GL.iNet's AX6000 WiFi 6 router with 2.5 Gbps WAN/LAN ports. Official docs state the admin panel has no default password — you create your own (minimum 5 characters) at first login on 192.168.8.1. Login is password-only with no username, separate from the Wi-Fi key.","Hold the physical RESET button about 10 seconds until the LED flashes to restore factory defaults, then browse to 192.168.8.1 and set a new admin password.",https://docs.gl-inet.com/router/en/4/user_guide/gl-mt6000/,GL.iNet official router docs (GL-MT6000),https://web.archive.org/web/20260727124436/https://docs.gl-inet.com/router/en/4/user_guide/gl-mt6000/,high,2026-08-08,https://ssid.ai/routers/gl-inet-gl-mt6000-flint-2
gl-inet-gl-axt1800-slate-ax,GL.iNet,Slate AX (GL-AXT1800),router,192.168.8.1,,,,false,set-on-setup,Slate AX (GL-AXT1800) is the AX1800-class travel unit. Nothing is preset on it: 192.168.8.1 opens a create-password step before any settings appear. The SSID and key on the bottom sticker differ per device and are not the admin credential.,"Reset: hold RESET for roughly 10 seconds while the unit is powered, release once the LEDs flash, and let it restart. Attach to the sticker's wireless network, load 192.168.8.1, select a language, and define the admin password you want.",https://docs.gl-inet.com/router/en/4/user_guide/gl-axt1800/,GL.iNet Official Docs - Slate AX (GL-AXT1800) User Guide,,high,2026-08-08,https://ssid.ai/routers/gl-inet-gl-axt1800-slate-ax
google-nest-wifi,Google,Nest Wifi / Google Wifi,mesh,,,,,false,app-only,"App-only: setup and management are entirely through the Google Home app. There is NO web admin page, NO default IP login, and NO default username/password.","Factory reset via the Google Home app (Wi-Fi › Settings › Factory reset network), or hold the factory-reset button on the point until the light pulses.",https://support.google.com/googlenest/answer/9548301,Google Nest Help — Set up Nest Wifi,https://web.archive.org/web/20260729065429/https://support.google.com/googlehome/answer/9548301,high,2026-08-08,https://ssid.ai/routers/google-nest-wifi
google-nest-wifi-pro,Google,Nest Wifi Pro,mesh,,,,,false,app-only,App-only via the Google Home app. There is no admin/admin default; you create the network name and password during setup. Nest Wifi Pro cannot be mixed in a mesh with older Nest Wifi or Google Wifi points.,"Nest Wifi Pro has no web admin — it is set up and managed in the Google Home app. To factory reset the router: press and hold the factory reset button on the bottom for about 10 seconds; the light flashes yellow, then turns solid yellow — release the button. The reset can take up to 10 minutes; do not unplug during it. Then open the Google Home app and set the device up again (you pick a new network name and password).",https://support.google.com/googlehome/answer/6246619?hl=en,Google Nest Help,,high,2026-08-08,https://ssid.ai/routers/google-nest-wifi-pro
grandstream-gwn7052,Grandstream,GWN7052,router,192.168.80.1,,admin,,false,label-unique,"Dual-band 802.11ac (Wi-Fi 5) gigabit VPN router (GWN7052; GWN7052F is the SFP/fibre variant) — 1x gigabit WAN plus gigabit LAN, standalone or GWN.Cloud managed. The default admin password is UNIQUE per unit and printed on the MAC tag — not a static admin/admin — and a password change is forced at first boot.",Browse to https://192.168.80.1 and log in with admin plus the default password printed on the MAC/label sticker on the unit; at first boot or after a factory reset you are required to set new admin and user passwords before the web UI loads.,https://documentation.grandstream.com/knowledge-base/gwn70xx-user-manual/,Grandstream GWN7062 & GWN7052/F User Manual — documentation.grandstream.com (official),,high,2026-08-08,https://ssid.ai/routers/grandstream-gwn7052
grandstream-gwn7062,Grandstream,GWN7062,router,192.168.80.1,,admin,,false,label-unique,"Dual-band Wi-Fi 6 VPN/security router in the GWN70x2 line — a distinct, higher-throughput model from the GWN7052 already covered, sharing the same default IP scheme. Official documentation: 'the default administrator's username is ""admin"" and the default password is printed on the MAC tag of the unit' — forced change on first boot or after a factory reset.","Press and hold the reset button for about 10 seconds until the unit reboots to factory defaults, then browse to https://192.168.80.1 and log in with 'admin' plus the unique password printed on the MAC tag of the unit.",https://documentation.grandstream.com/knowledge-base/gwn70xx-user-manual/,Grandstream GWN7062 & GWN7052/F User Manual — documentation.grandstream.com (official),,high,2026-08-08,https://ssid.ai/routers/grandstream-gwn7062
grandstream-gwn7660,Grandstream,GWN7660,ap,,,admin,,false,label-unique,"802.11ax 2x2 Wi-Fi 6 ceiling/wall access point in the GWN76xx line, DHCP/discovery-based rather than a fixed static IP — distinct form factor from the GWN70x2 routers. Official Quick Installation Guide: 'The default administrator username is ""admin"" and the default random password can be found at the sticker on the GWN7660.'","Press and hold the reset button until the unit reboots to factory defaults. Discover it via the GWN Discovery Tool or https://gwn_<MAC-address>.local/, then log in with 'admin' plus the random password printed on the unit's sticker.",https://documentation.grandstream.com/knowledge-base/gwn7660-quick-installation-guide/,Grandstream GWN7660 Quick Installation Guide — documentation.grandstream.com (official),https://web.archive.org/web/20260729074046/https://documentation.grandstream.com/knowledge-base/gwn7660-quick-installation-guide/,high,2026-08-08,https://ssid.ai/routers/grandstream-gwn7660
huawei-wifi-ax3,Huawei,WiFi AX3 (WS7100/WS7200),router,192.168.3.1,,,,false,set-on-setup,No universal default — the management password is set on first setup (or printed on the nameplate for WPS-initiated setup).,"With a pin, hold the recessed RESET button until the indicator light goes out/blinks, then wait for the router to restart to factory defaults.",https://consumer.huawei.com/en/support/content/en-us15902572/,Huawei official support (router web management login),,high,2026-08-08,https://ssid.ai/routers/huawei-wifi-ax3
huawei-wifi-ws5200,Huawei,WiFi WS5200,router,192.168.3.1,,,,false,set-on-setup,No universal default — set on first setup; default gateway 192.168.3.1.,"With a pin, hold the recessed RESET button until the indicator light goes out/blinks, then wait for the router to restart to factory defaults.",https://consumer.huawei.com/en/support/wireless-routers/ws5200/,Huawei WiFi WS5200 official support page,,high,2026-08-08,https://ssid.ai/routers/huawei-wifi-ws5200
iinet-technicolor-tg789,iiNet,Technicolor TG-789 Broadband Gateway,gateway,10.1.1.1,,admin,,false,label-unique,"iiNet's Technicolor TG-789vac v2 VDSL2/ADSL2+ gateway (802.11ac dual-band, built-in VoIP phone ports). Username is admin; the admin password is UNIQUE per unit, printed under 'GUI Login' on the barcode sticker — the sample values in iiNet's guide are not a shared default.","Browse to http://10.1.1.1 and log in with username admin and the default password shown under 'GUI Login' on the modem's barcode sticker. To reset, hold the recessed reset button about 10 seconds until the modem restarts, then log in again with the sticker password.",https://help.iinet.net.au/sites/default/files/2020-02/DES-10210_ii_QSG_Technicolor_TG789_Standard_MAR20_WEB.pdf,"iiNet TG789 Broadband Gateway Quick Setup Guide (help.iinet.net.au, official)",https://web.archive.org/web/20240901111826/https://help.iinet.net.au/sites/default/files/2020-02/DES-10210_ii_QSG_Technicolor_TG789_Standard_MAR20_WEB.pdf,high,2026-08-08,https://ssid.ai/routers/iinet-technicolor-tg789
jio-jiofiber,Jio,JioFiber Router,gateway,,,,,false,app-only,Jio's official support does not publish any web admin username/password — JioFiber is administered entirely through the MyJio / JioHome mobile apps. Any 'admin/admin' login shown on aggregator sites does not reflect how Jio documents managing the unit.,"JioFiber is managed from the MyJio app, not a web admin page. Open MyJio, sign in with your JioFiber number, choose your Fiber account, and change the Wi-Fi name/password under the device / Wi-Fi settings (JioAirFiber uses the JioHome app with mobile number + OTP). To hard reset the ONT, hold the recessed RESET pinhole on the back for about 10 seconds until it reboots, then reconfigure Wi-Fi from the app. There is no admin/admin web login to sign into.",https://www.jio.com/help/faq/jiofiber/manage-jiofiber/device/how-to-change-jiofiber-router-wifissid-password-received-with-jiofiber-connection/,Jio Help — Change JioFiber Router (Wi-Fi/SSID) password,,high,2026-08-08,https://ssid.ai/routers/jio-jiofiber
keenetic-giga-kn-1011,Keenetic,Keenetic Giga (KN-1011),router,192.168.1.1,my.keenetic.net,admin,,false,set-on-setup,"AX1800 dual-band Wi-Fi 6 mesh router; 5x 1GbE ports (4x RJ-45 + 1 combo RJ-45/SFP), USB 2.0 + USB 3.0. Sold as 'Giga' (KN-1011) in the EAEU/CIS market and as 'Hero' globally — identical hardware. No factory-default admin password: the web setup wizard forces you to set the 'admin' account password on first run.","Press and hold the Reset button ~10-12 seconds until the status LED starts flashing, then release to restore factory defaults. Reconnect, open my.keenetic.net (or 192.168.1.1), and the Initial Setup Wizard requires you to create the admin password before proceeding.",https://support.keenetic.com/hero/kn-1011/en/13521-initial-setup-wizard.html,Keenetic Support (support.keenetic.com),,high,2026-08-08,https://ssid.ai/routers/keenetic-giga-kn-1011
keenetic-hopper-kn-3811,Keenetic,Keenetic Hopper (KN-3811),router,192.168.1.1,my.keenetic.net,admin,,false,set-on-setup,"AX3000 dual-band Wi-Fi 6 gigabit mesh router (574 Mbps 2.4GHz + 2402 Mbps 5GHz), 4x 1GbE ports, USB 3.0, with MU-MIMO, beamforming and OFDMA. No factory-default admin password: the setup wizard forces creation of the 'admin' account password on first run.","Press and hold the Reset button ~10-12 seconds until the status LED starts flashing, then release to restore factory defaults. Reconnect and open my.keenetic.net (or 192.168.1.1); the Initial Setup Wizard requires you to create the admin password before continuing.",https://support.keenetic.com/hopper/kn-3811/en/13521-initial-setup-wizard.html,Keenetic Support (support.keenetic.com),,high,2026-08-08,https://ssid.ai/routers/keenetic-hopper-kn-3811
keenetic-peak,Keenetic,Keenetic Peak (KN-2710),router,192.168.1.1,my.keenetic.net,admin,,false,set-on-setup,"9x GbE + 1x SFP mesh Wi-Fi 5 (AC2600) router with USB 2.0/3.0 ports, dual-core MediaTek CPU — Keenetic's previous-generation flagship before the Wi-Fi 7 Titan line. No factory-default admin password: the setup wizard forces creation of the 'admin' account password on first run.","Press and hold the recessed Reset button with a paperclip for about 10-12 seconds until the Status LED begins flashing rapidly, then release; this clears the admin password and all settings and restarts the Initial Setup Wizard.",https://support.keenetic.com/peak/kn-2710/en/31751-what-login-and-password-do-i-need-to-enter-in-the-app-.html,Keenetic Support — Peak (KN-2710): What login and password do I need to enter in the app?,,high,2026-08-08,https://ssid.ai/routers/keenetic-peak
keenetic-titan,Keenetic,Keenetic Titan (KN-1812),router,192.168.1.1,my.keenetic.net,admin,,false,set-on-setup,"Wi-Fi 7 (BE7200) mesh multi-gigabit router with USB 3.2/2.0 ports — Keenetic's current flagship, successor to the Peak/Ultra AC2600 line. No factory-default admin password: the setup wizard forces creation of the 'admin' account password on first run.","Press and hold the recessed Reset button with a paperclip for about 10-12 seconds until the Status LED begins flashing rapidly, then release; this clears the admin password and all settings and restarts the Initial Setup Wizard.",https://support.keenetic.com/titan/kn-1812/en/13520-web-interface.html,Keenetic Support — Titan (KN-1812): Web Interface,,high,2026-08-08,https://ssid.ai/routers/keenetic-titan
keenetic-viva-kn-1912,Keenetic,Keenetic Viva (KN-1912),router,192.168.1.1,my.keenetic.net,admin,,false,set-on-setup,AC1300 dual-band Wi-Fi 5 mesh router; 5x Gigabit Ethernet ports and two USB ports. Sold as 'Viva' (KN-1912) in the EAEU/CIS market and as 'Skipper' globally — identical hardware. No factory-default admin password: the setup wizard forces creation of the 'admin' account password on first run.,"Press and hold the Reset button ~10-12 seconds until the status LED starts flashing, then release to restore factory defaults. Reconnect and open my.keenetic.net (or 192.168.1.1); the Initial Setup Wizard requires you to create the admin password before continuing.",https://support.keenetic.com/skipper/kn-1912/en/13521-initial-setup-wizard.html,Keenetic Support (support.keenetic.com),,high,2026-08-08,https://ssid.ai/routers/keenetic-viva-kn-1912
